ID,OrphaCode,DisorderName,DisorderType,GroupID,GroupName,Count,DDA,DDAFreq,DDASeverity
23616,449291,Symptomatic form of fragile X syndrome in female carrier,Disease,36547,Disorder,85,Acquiring language,Occasional,Unspecified
10428,36412,Hypocomplementemic urticarial vasculitis,Disease,36547,Disorder,21,"Caring for body parts (skin, teeth, nails, hair, genitals)",Frequent,Low
664,270,Oculopharyngeal muscular dystrophy,Disease,36547,Disorder,30,Speaking,Occasional,Low
5536,811,Shwachman-Diamond syndrome,Disease,36547,Disorder,123,Learning to write,Occasional,Low
12018,90340,Blau syndrome,Disease,36547,Disorder,36,Reaching and catching objects,Occasional,Unspecified
284,258,Laminin subunit alpha 2-related congenital muscular dystrophy,Malformation syndrome,36547,Disorder,162,Acquiring language,Frequent,Severe
19266,238468,Hypohidrotic ectodermal dysplasia,Disease,36547,Disorder,81,Understanding,Occasional,Low
211,681,Hypokalemic periodic paralysis,Disease,36547,Disorder,233,Focusing attention,Occasional,Low
11079,75382,Oguchi disease,Malformation syndrome,36547,Disorder,8,Seeing/watching,Very frequent,Low
125,232,Sickle cell anemia,Disease,36547,Disorder,83,Practicing sports,Very frequent,Severe
584,813,Silver-Russell syndrome,Disease,36547,Disorder,36,Learning,Occasional,Moderate
12522,93964,Blepharospasm-oromandibular dystonia syndrome,Disease,36547,Disorder,98,Dressing/undressing,Occasional,Moderate
430,125,Bloom syndrome,Disease,36547,Disorder,22,Driving,Frequent,Low
11094,75840,"Congenital muscular dystrophy, Ullrich type",Disease,36547,Disorder,95,Standing,Frequent,Moderate
12492,93932,FG syndrome type 1,Disease,36547,Disorder,78,Seeing/watching,Very frequent,Low
2497,661,Ondine syndrome,Disease,36547,Disorder,80,Seeing/watching,Very frequent,Low
408,963,Acromegaly,Disease,36547,Disorder,5,Getting good quality sleep,Frequent,Moderate
586,816,Sj�gren-Larsson syndrome,Disease,36547,Disorder,67,Acquiring language,Very frequent,Severe
24238,468726,Severe primary trimethylaminuria,Disease,36547,Disorder,60,Learning,Frequent,Moderate
27951,538863,Classic pyoderma gangrenosum,Clinical subtype,36554,Subtype of disorder,47,Standing,Frequent,Moderate
27954,538872,Vegetative pyoderma gangrenosum,Clinical subtype,36554,Subtype of disorder,47,Standing,Frequent,Low
27952,538866,Pustular pyoderma gangrenosum,Clinical subtype,36554,Subtype of disorder,47,Standing,Frequent,Moderate
27953,538869,Bullous pyoderma gangrenosum,Clinical subtype,36554,Subtype of disorder,47,Standing,Frequent,Moderate
